ticker,cik,bolsa,sector,variables_descargadas
NTLA,0001652130,Nasdaq,In Vitro & In Vivo Diagnostic Substances,25
NRIX,0001549595,Nasdaq,Pharmaceutical Preparations,22
LILA,0001712184,Nasdaq,Cable & Other Pay Television Services,30
UFPT,0000914156,Nasdaq,Surgical & Medical Instruments & Apparatus,36
TILE,0000715787,Nasdaq,Carpets & Rugs,35
FLNG,0001772253,NYSE,Water Transportation,0
ASGN,0000890564,NYSE,Services-Help Supply Services,33
AMLX,0001658551,Nasdaq,Pharmaceutical Preparations,27
STGW,0000876883,Nasdaq,Services-Advertising Agencies,29
JBLU,0001158463,Nasdaq,"Air Transportation, Scheduled",24
AIN,0000819793,NYSE,"Broadwoven Fabric Mills, Man Made Fiber & Silk",35
NSSC,0000069633,Nasdaq,"Communications Equipment, NEC",36
WINA,0000908315,Nasdaq,Retail-Miscellaneous Retail,32
PRCT,0001588978,Nasdaq,Surgical & Medical Instruments & Apparatus,30
FLYW,0001580560,Nasdaq,"Services-Business Services, NEC",32
NUVB,0001811063,NYSE,Pharmaceutical Preparations,26
ATEN,0001580808,NYSE,Computer Communications Equipment,34
PLSE,0001625101,Nasdaq,Surgical & Medical Instruments & Apparatus,31
VIR,0001706431,Nasdaq,"Biological Products, (No Diagnostic Substances)",31
ARLO,0001736946,NYSE,"Services-Detective, Guard & Armored Car Services",32
YELP,0001345016,NYSE,Services-Personal Services,28
NVRI,0000045876,NYSE,"Services-Services, NEC",35
AMSC,0000880807,Nasdaq,Motors & Generators,36
INOD,0000903651,Nasdaq,Services-Computer Processing & Data Preparation,31
PGNY,0001551306,Nasdaq,"Services-Misc Health & Allied Services, NEC",28
ALGT,0001362468,Nasdaq,"Air Transportation, Scheduled",26
CXM,0001569345,NYSE,Services-Prepackaged Software,29
AVAH,0001832332,Nasdaq,Services-Home Health Care Services,28
JJSF,0000785956,Nasdaq,Cookies & Crackers,35
CNXN,0001050377,Nasdaq,Wholesale-Computers & Peripheral Equipment & Software,32
ATRC,0001323885,Nasdaq,Surgical & Medical Instruments & Apparatus,34
GLIBA,0002057463,Nasdaq,Cable & Other Pay Television Services,23
MXL,0001288469,Nasdaq,Semiconductors & Related Devices,35
CBZ,0000944148,NYSE,"Services-Business Services, NEC",30
XHR,0001616000,NYSE,Hotels & Motels,19
KOD,0001468748,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
XZO,0001873951,NYSE,Services-Prepackaged Software,24
PRGS,0000876167,Nasdaq,Services-Prepackaged Software,36
UAMY,0000101538,NYSE,Primary Smelting & Refining of  Nonferrous Metals,32
SMPL,0001702744,Nasdaq,Food and Kindred Products,36
TRVI,0001563880,Nasdaq,Pharmaceutical Preparations,21
CTOS,0001709682,NYSE,"Services-Equipment Rental & Leasing, NEC",34
BHVN,0001935979,NYSE,Pharmaceutical Preparations,22
ARDX,0001437402,Nasdaq,Pharmaceutical Preparations,32
TRS,0000842633,Nasdaq,Metal Forgings & Stampings,30
CDNL,0002079999,Nasdaq,Heavy Construction Other Than Bldg Const - Contractors,20
KSS,0000885639,NYSE,Retail-Department Stores,28
AHCO,0001725255,Nasdaq,Services-Home Health Care Services,30
PRGO,0001585364,NYSE,Pharmaceutical Preparations,36
DFH,0001825088,NYSE,Operative Builders,23
NVCR,0001645113,Nasdaq,Surgical & Medical Instruments & Apparatus,29
HCSG,0000731012,Nasdaq,Services-Nursing & Personal Care Facilities,29
DOLE,0001857475,NYSE,Agricultural Production-Crops,27
ECVT,0001708035,NYSE,Chemicals & Allied Products,35
LEG,0000058492,NYSE,Household Furniture,32
SBH,0001368458,NYSE,"Retail-Retail Stores, NEC",34
ASTH,0001083446,Nasdaq,Services-Management Consulting Services,35
AMRC,0001488139,NYSE,Construction - Special Trade Contractors,35
LZB,0000057131,NYSE,Household Furniture,30
REX,0000744187,NYSE,Industrial Organic Chemicals,30
WWW,0000110471,NYSE,"Footwear, (No Rubber)",35
LPG,0001596993,NYSE,Deep Sea Foreign Transportation of  Freight,25
COHU,0000021535,Nasdaq,Instruments For Meas & Testing of  Electricity & Elec Signals,34
ORIC,0001796280,Nasdaq,Pharmaceutical Preparations,20
PRLB,0001443669,NYSE,Fabricated Structural Metal Products,36
GOLD,0001591588,NYSE,"Wholesale-Jewelry, Watches, Precious Stones & Metals",32
SKYT,0001819974,Nasdaq,Semiconductors & Related Devices,32
CTS,0000026058,NYSE,Printed Circuit Boards,35
SFL,0001289877,NYSE,Deep Sea Foreign Transportation of  Freight,0
ENOV,0001420800,NYSE,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",36
OUST,0001816581,Nasdaq,"General Industrial Machinery & Equipment, NEC",32
CDRE,0001860543,NYSE,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",33
MBX,0001776111,Nasdaq,Pharmaceutical Preparations,20
WEN,0000030697,Nasdaq,Retail-Eating & Drinking Places,32
ARDT,0001756655,NYSE,"Services-General Medical & Surgical Hospitals, NEC",25
UVV,0000102037,NYSE,Wholesale-Farm Product Raw Materials,32
PDFS,0001120914,Nasdaq,Services-Prepackaged Software,35
RAPP,0002012593,Nasdaq,Pharmaceutical Preparations,22
HTZ,0001657853,Nasdaq,Services-Auto Rental & Leasing (No Drivers),24
IRMD,0001325618,Nasdaq,Surgical & Medical Instruments & Apparatus,33
HROW,0001360214,Nasdaq,Pharmaceutical Preparations,34
DCH,0001062231,NYSE,Motor Vehicle Parts & Accessories,35
QDEL,0001906324,Nasdaq,In Vitro & In Vivo Diagnostic Substances,35
CRVS,0001626971,Nasdaq,Pharmaceutical Preparations,23
AI,0001577526,NYSE,Services-Prepackaged Software,26
WKC,0000789460,NYSE,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),33
PSIX,0001137091,Nasdaq,Engines & Turbines,38
VTOL,0001525221,NYSE,"Air Transportation, Nonscheduled",31
WLFC,0001018164,Nasdaq,"Wholesale-Machinery, Equipment & Supplies",26
SVV,0001883313,NYSE,Retail-Miscellaneous Retail,29
ZBIO,0001953926,Nasdaq,Pharmaceutical Preparations,21
CRI,0001060822,NYSE,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,33
LINC,0001286613,Nasdaq,Services-Educational Services,34
PGEN,0001356090,Nasdaq,Pharmaceutical Preparations,34
BCAX,0002023658,Nasdaq,Pharmaceutical Preparations,19
TSHA,0001806310,Nasdaq,"Biological Products, (No Diagnostic Substances)",21
FIVN,0001288847,Nasdaq,Services-Computer Processing & Data Preparation,31
ICFI,0001362004,Nasdaq,Services-Management Consulting Services,32
TROX,0001530804,NYSE,Industrial Inorganic Chemicals,34
PLPC,0000080035,Nasdaq,"Water, Sewer, Pipeline, Comm & Power Line Construction",33
MLKN,0000066382,Nasdaq,Office Furniture,37
LNN,0000836157,NYSE,Farm Machinery & Equipment,33
ROCK,0000912562,Nasdaq,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",35
KMTS,0001877184,Nasdaq,Surgical & Medical Instruments & Apparatus,24
LMRI,0002071288,Nasdaq,Services-Medical Laboratories,0
GENI,0001834489,NYSE,Services-Miscellaneous Amusement & Recreation,0
MAN,0000871763,NYSE,Services-Help Supply Services,28
DFIN,0001669811,NYSE,Services-Miscellaneous Business Services,31
GLUE,0001826457,Nasdaq,"Biological Products, (No Diagnostic Substances)",24
ASTE,0000792987,Nasdaq,Construction Machinery & Equip,37
NVGS,0001581804,NYSE,Deep Sea Foreign Transportation of  Freight,0
WBTN,0001997859,Nasdaq,Miscellaneous Publishing,29
DLX,0000027996,NYSE,"Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",36
OLMA,0001750284,Nasdaq,Pharmaceutical Preparations,21
ENR,0001632790,NYSE,"Miscellaneous Electrical Machinery, Equipment & Supplies",34
IDT,0001005731,NYSE,Telephone Communications (No Radiotelephone),32
REAL,0001573221,Nasdaq,Retail-Miscellaneous Retail,26
USPH,0000885978,NYSE,Services-Health Services,31
VIA,0001603015,NYSE,Services-Prepackaged Software,27
NPKI,0000071829,NYSE,Services-Miscellaneous Equipment Rental & Leasing,34
GIC,0000945114,NYSE,Wholesale-Industrial Machinery & Equipment,34
GPRE,0001309402,Nasdaq,Industrial Organic Chemicals,33
PZZA,0000901491,Nasdaq,Retail-Eating  Places,28
TNC,0000097134,NYSE,Refrigeration & Service Industry Machinery,37
DSGR,0000703604,Nasdaq,"Wholesale-Machinery, Equipment & Supplies",37
LIND,0001512499,Nasdaq,Transportation Services,33
EYPT,0001314102,Nasdaq,Laboratory Analytical Instruments,28
WLDN,0001370450,Nasdaq,Services-Engineering Services,31
CNMD,0000816956,NYSE,Electromedical & Electrotherapeutic Apparatus,34
INNV,0001834376,Nasdaq,Services-Health Services,26
PRG,0001808834,NYSE,"Services-Equipment Rental & Leasing, NEC",25
BV,0001734713,NYSE,Agricultural Services,32
MRVI,0001823239,Nasdaq,Pharmaceutical Preparations,32
PNTG,0001766400,Nasdaq,Services-Health Services,27
AEHR,0001040470,Nasdaq,Instruments For Meas & Testing of  Electricity & Elec Signals,33
COLL,0001267565,Nasdaq,Pharmaceutical Preparations,37
GLDD,0001372020,Nasdaq,Heavy Construction Other Than Bldg Const - Contractors,32
SEPN,0001984086,Nasdaq,Pharmaceutical Preparations,23
RZLV,0001920294,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",0
CRML,0001951089,Nasdaq,Metal Mining,0
TRIP,0001526520,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",31
NAT,0001000177,NYSE,Water Transportation,0
LZ,0001286139,Nasdaq,Services-Computer Processing & Data Preparation,28
ENVX,0001828318,Nasdaq,"Miscellaneous Electrical Machinery, Equipment & Supplies",36
RYZ,0001481582,NYSE,Wholesale-Metals Service Centers & of fices,34
PLTK,0001828016,Nasdaq,Services-Computer Processing & Data Preparation,26
GIII,0000821002,Nasdaq,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,35
BFLY,0001804176,NYSE,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,27
NEO,0001077183,Nasdaq,Services-Testing Laboratories,34
ALNT,0000046129,Nasdaq,Instruments For Meas & Testing of  Electricity & Elec Signals,31
HLIT,0000851310,Nasdaq,Radio & Tv Broadcasting & Communications Equipment,37
ARRY,0001820721,Nasdaq,Miscellaneous Manufacturing Industries,32
LXU,0000060714,NYSE,Industrial Inorganic Chemicals,30
AVBP,0001868279,Nasdaq,Pharmaceutical Preparations,18
SCL,0000094049,NYSE,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",32
CERT,0001827090,Nasdaq,Services-Prepackaged Software,31
AKTS,0002035832,Nasdaq,Pharmaceutical Preparations,0
UPBD,0000933036,Nasdaq,"Services-Equipment Rental & Leasing, NEC",25
ARHS,0001875444,Nasdaq,Retail-Furniture Stores,25
PRSU,0000884219,NYSE,Services-Miscellaneous Amusement & Recreation,31
SVRA,0001160308,Nasdaq,Pharmaceutical Preparations,27
MBC,0001941365,NYSE,"Wood Household Furniture, (No Upholstered)",32
GERN,0000886744,Nasdaq,Pharmaceutical Preparations,27
XPEL,0001767258,Nasdaq,"Coating, Engraving & Allied Services",32
SHLS,0001831651,Nasdaq,Semiconductors & Related Devices,30
APEI,0001201792,Nasdaq,Services-Educational Services,32
COUR,0001651562,NYSE,Services-Prepackaged Software,24
CRAI,0001053706,Nasdaq,Services-Legal Services,29
AEBI,0002048519,Nasdaq,Construction Machinery & Equip,30
CCOI,0001158324,Nasdaq,"Communications Services, NEC",26
AZTA,0000933974,Nasdaq,"Special Industry Machinery, NEC",37
INBX,0002007919,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
VSTS,0001967649,NYSE,Wholesale-Miscellaneous Nondurable Goods,28
SBGI,0001971213,Nasdaq,Television Broadcasting Stations,26
TDOC,0001477449,NYSE,Services-Offices & Clinics of  Doctors of  Medicine,37
DAKT,0000915779,Nasdaq,Miscellaneous Manufacturing Industries,34
PXED,0001600222,NYSE,Services-Educational Services,24
PCT,0001830033,Nasdaq,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",28
VYX,0000070866,NYSE,Calculating & Accounting Machines (No Electronic Computers),30
CMPX,0001738021,Nasdaq,"Biological Products, (No Diagnostic Substances)",21
XERS,0001867096,Nasdaq,Pharmaceutical Preparations,34
METC,0001687187,Nasdaq,Silver Ores,32
CMP,0001227654,NYSE,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),30
NPK,0000080172,NYSE,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",32
TK,0000911971,NYSE,Deep Sea Foreign Transportation of  Freight,0
EPC,0001096752,NYSE,"Perfumes, Cosmetics & Other Toilet Preparations",38
AMPL,0001866692,Nasdaq,Services-Prepackaged Software,25
TDAY,0001579684,NYSE,Newspapers: Publishing or  Publishing & Printing,34
GNK,0001326200,NYSE,Deep Sea Foreign Transportation of  Freight,26
MRTN,0000799167,Nasdaq,Trucking (No Local),23
PLOW,0001287213,NYSE,Construction Machinery & Equip,34
WOOF,0001826470,Nasdaq,"Retail-Retail Stores, NEC",29
LGIH,0001580670,Nasdaq,Operative Builders,26
BKSY,0001753539,NYSE,Radio & Tv Broadcasting & Communications Equipment,32
WGO,0000107687,NYSE,Motor Homes,37
PCRX,0001396814,Nasdaq,Pharmaceutical Preparations,36
AEVA,0001789029,Nasdaq,Motor Vehicle Parts & Accessories,29
BLFS,0000834365,Nasdaq,Electromedical & Electrotherapeutic Apparatus,35
TH,0001712189,Nasdaq,"Hotels, Rooming Houses, Camps & Other Lodging Places",30
NABL,0001834488,NYSE,Services-Prepackaged Software,32
NMAX,0002026478,NYSE,Television Broadcasting Stations,24
EVLV,0001805385,Nasdaq,"Computer Peripheral Equipment, NEC",30
PENG,0001616533,Nasdaq,Semiconductors & Related Devices,36
ACEL,0001698991,NYSE,Services-Amusement & Recreation Services,31
OPK,0000944809,Nasdaq,Pharmaceutical Preparations,37
SDGR,0001490978,Nasdaq,Pharmaceutical Preparations,29
FTRE,0001965040,Nasdaq,Services-Medical Laboratories,22
CDNA,0001217234,Nasdaq,Services-Medical Laboratories,34
URGN,0001668243,Nasdaq,Pharmaceutical Preparations,29
GHM,0000716314,NYSE,General Industrial Machinery & Equipment,33
LMB,0001606163,Nasdaq,Construction - Special Trade Contractors,33
AMPH,0001297184,Nasdaq,Pharmaceutical Preparations,36
EVEX,0001823652,NYSE,Aircraft,25
ODC,0000074046,NYSE,Miscellaneous Manufacturing Industries,30
EEX,0001579214,NYSE,"Services-Business Services, NEC",31
JBSS,0000880117,Nasdaq,Sugar & Confectionery Products,33
NSP,0001000753,NYSE,Services-Help Supply Services,30
BIOA,0001709941,Nasdaq,Pharmaceutical Preparations,23
STAA,0000718937,Nasdaq,Ophthalmic Goods,36
SPRY,0001671858,Nasdaq,Pharmaceutical Preparations,28
LQDT,0001235468,Nasdaq,"Services-Business Services, NEC",30
SNCY,0001743907,Nasdaq,"Air Transportation, Scheduled",29
CRCT,0001828962,Nasdaq,"Special Industry Machinery, NEC",28
ADTN,0000926282,Nasdaq,Telephone & Telegraph Apparatus,35
ACVA,0001637873,NYSE,"Services-Business Services, NEC",29
AVO,0001802974,Nasdaq,Agricultural Services,33
OMDA,0001611115,Nasdaq,Services-Health Services,29
XNCR,0001326732,Nasdaq,Pharmaceutical Preparations,27
THRM,0000903129,Nasdaq,Motor Vehicle Parts & Accessories,36
SANA,0001770121,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
TALK,0001803901,Nasdaq,Services-Health Services,30
SLS,0001390478,Nasdaq,Pharmaceutical Preparations,35
SCHL,0000866729,Nasdaq,Books: Publishing or  Publishing & Printing,34
PHAT,0001783183,Nasdaq,Pharmaceutical Preparations,28
JANX,0001817713,Nasdaq,Pharmaceutical Preparations,18
MNKD,0000899460,Nasdaq,Pharmaceutical Preparations,33
ABUS,0001447028,Nasdaq,Pharmaceutical Preparations,28
ANNX,0001528115,Nasdaq,Pharmaceutical Preparations,22
KALV,0001348911,Nasdaq,Pharmaceutical Preparations,30
OLPX,0001868726,Nasdaq,"Perfumes, Cosmetics & Other Toilet Preparations",32
MEG,0001643615,NYSE,Services-Management Consulting Services,28
SHEN,0000354963,Nasdaq,Telephone Communications (No Radiotelephone),35
NX,0001423221,NYSE,Rolling Drawing & Extruding of  Nonferrous Metals,35
MPLT,0001770069,Nasdaq,Pharmaceutical Preparations,18
GSM,0001639877,Nasdaq,Metal Mining,0
PRCH,0001784535,Nasdaq,Services-Prepackaged Software,29
OMER,0001285819,Nasdaq,Pharmaceutical Preparations,31
CGEM,0001789972,Nasdaq,"Biological Products, (No Diagnostic Substances)",23
MYE,0000069488,NYSE,"Plastics Products, NEC",37
EVMN,0002044725,NYSE,Pharmaceutical Preparations,20
RYAM,0001597672,NYSE,Pulp Mills,33
SMP,0000093389,NYSE,Motor Vehicle Parts & Accessories,32
SCSC,0000918965,Nasdaq,Wholesale-Computers & Peripheral Equipment & Software,34
CTLP,0000896429,Nasdaq,Calculating & Accounting Machines (No Electronic Computers),36
MATW,0000063296,Nasdaq,Nonferrous Foundries (Castings),34
FWRG,0001789940,Nasdaq,Retail-Eating  Places,27
CSTL,0001447362,Nasdaq,Services-Medical Laboratories,35
ARVN,0001655759,Nasdaq,Pharmaceutical Preparations,26
ULCC,0001670076,Nasdaq,"Air Transportation, Scheduled",23
STKL,0000351834,Nasdaq,Beverages,33
JBI,0001839839,NYSE,"Metal Doors, Sash, Frames, Moldings & Trim",35
KURA,0001422143,Nasdaq,Pharmaceutical Preparations,27
DSP,0001828791,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",25
PSNL,0001527753,Nasdaq,Services-Medical Laboratories,26
BJRI,0001013488,Nasdaq,Retail-Eating  Places,28
KOP,0001315257,NYSE,Lumber & Wood Products (No Furniture),33
KODK,0000031235,NYSE,Photographic Equipment & Supplies,35
HTLD,0000799233,Nasdaq,Trucking (No Local),29
NRDS,0001625278,Nasdaq,Services-Computer Processing & Data Preparation,28
OIS,0001121484,NYSE,Oil & Gas Field Machinery & Equipment,39
GYRE,0001124105,Nasdaq,Pharmaceutical Preparations,35
CBLL,0001861107,Nasdaq,Electromedical & Electrotherapeutic Apparatus,25
BBSI,0000902791,Nasdaq,Services-Help Supply Services,27
GDEN,0001071255,Nasdaq,Services-Miscellaneous Amusement & Recreation,34
SERV,0001832483,Nasdaq,"General Industrial Machinery & Equipment, NEC",33
BMBL,0001830043,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",27
AMN,0001142750,NYSE,Services-Help Supply Services,34
KRUS,0001772177,Nasdaq,Retail-Eating  Places,21
APOG,0000006845,Nasdaq,"Glass Products, Made of  Purchased Glass",35
NB,0001512228,Nasdaq,Metal Mining,20
IART,0000917520,Nasdaq,Surgical & Medical Instruments & Apparatus,34
SWIM,0001833197,Nasdaq,"Plastics Products, NEC",32
LYTS,0000763532,Nasdaq,Electric Lighting & Wiring Equipment,36
ATEX,0001304492,Nasdaq,Telephone Communications (No Radiotelephone),34
IIIV,0001728688,Nasdaq,Services-Prepackaged Software,35
DRUG,0001827401,Nasdaq,Pharmaceutical Preparations,0
TBPH,0001583107,Nasdaq,Pharmaceutical Preparations,32
NWPX,0001001385,Nasdaq,Steel Pipe & Tubes,31
SLDP,0001844862,Nasdaq,"Miscellaneous Electrical Machinery, Equipment & Supplies",30
VITL,0001579733,Nasdaq,Food and Kindred Products,34
AIP,0001667011,Nasdaq,Semiconductors & Related Devices,28
DC,0001852353,NYSE,Metal Mining,22
UDMY,0001607939,Nasdaq,Services-Educational Services,28
QNST,0001117297,Nasdaq,"Services-Business Services, NEC",30
EHAB,0001803737,NYSE,Services-Home Health Care Services,25
VTEX,0001793663,NYSE,Services-Prepackaged Software,0
JBIO,0001798749,Nasdaq,Pharmaceutical Preparations,20
FOXF,0001424929,Nasdaq,"Motorcycles, Bicycles & Parts",35
DJCO,0000783412,Nasdaq,Newspapers: Publishing or  Publishing & Printing,31
TRNS,0000099302,Nasdaq,Instruments For Meas & Testing of  Electricity & Elec Signals,34
YEXT,0001614178,NYSE,Services-Computer Processing & Data Preparation,33
SG,0001477815,NYSE,Retail-Eating  Places,28
PHR,0001412408,NYSE,"Services-Business Services, NEC",31
UTZ,0001739566,NYSE,Miscellaneous Food Preparations & Kindred Products,32
CSV,0001016281,NYSE,Services-Personal Services,30
PRME,0001894562,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
MAMA,0001520358,Nasdaq,Sausages & Other Prepared Meat Products,33
NUTX,0001479681,Nasdaq,"Services-Business Services, NEC",35
FET,0001401257,NYSE,Oil & Gas Field Machinery & Equipment,34
MITK,0000807863,Nasdaq,"Computer Peripheral Equipment, NEC",35
ESPR,0001434868,Nasdaq,Pharmaceutical Preparations,27
MDXG,0001376339,Nasdaq,Surgical & Medical Instruments & Apparatus,36
CBRL,0001067294,Nasdaq,Retail-Eating  Places,30
PD,0001568100,NYSE,Services-Prepackaged Software,30
HOV,0000357294,NYSE,Operative Builders,20
RSVR,0001824403,Nasdaq,Services-Amusement & Recreation Services,28
EVGO,0001821159,Nasdaq,"Services-Automotive Repair, Services & Parking",29
MAX,0001818383,NYSE,"Services-Business Services, NEC",28
AVNS,0001606498,NYSE,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",33
AOSL,0001387467,Nasdaq,Semiconductors & Related Devices,36
KRO,0001257640,NYSE,Industrial Inorganic Chemicals,29
CVLG,0000928658,NYSE,Trucking (No Local),28
DSGN,0001807120,Nasdaq,Pharmaceutical Preparations,20
IBTA,0001538379,NYSE,Services-Advertising,28
SWBI,0001092796,Nasdaq,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",35
BALY,0001747079,NYSE,Hotels & Motels,32
BZH,0000915840,NYSE,Operative Builders,24
SABR,0001597033,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",31
IIIN,0000764401,NYSE,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",31
ASPI,0001921865,Nasdaq,Miscellaneous Chemical Products,33
SB,0001434754,NYSE,Deep Sea Foreign Transportation of  Freight,0
VLGEA,0000103595,Nasdaq,Retail-Grocery Stores,29
HSTM,0001095565,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",30
RGR,0000095029,NYSE,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",33
LBRX,0001691082,Nasdaq,Pharmaceutical Preparations,17
DNUT,0001857154,Nasdaq,Retail-Food Stores,28
MGTX,0001735438,Nasdaq,"Biological Products, (No Diagnostic Substances)",27
NTGR,0001122904,Nasdaq,Telephone & Telegraph Apparatus,33
MTUS,0001598428,NYSE,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",30
TCMD,0001027838,Nasdaq,Surgical & Medical Instruments & Apparatus,35
FIP,0001899883,Nasdaq,"Railroads, Line-Haul Operating",23
BVS,0001665988,Nasdaq,Surgical & Medical Instruments & Apparatus,33
CABO,0001632127,NYSE,Cable & Other Pay Television Services,31
SLDB,0001707502,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
HSHP,0001959455,NYSE,Deep Sea Foreign Transportation of  Freight,0
CNNE,0001704720,NYSE,Retail-Eating & Drinking Places,32
SSTK,0001549346,NYSE,Services-Computer Processing & Data Preparation,32
PAR,0000708821,NYSE,Calculating & Accounting Machines (No Electronic Computers),36
NXDR,0001846069,NYSE,"Services-Computer Programming, Data Processing, Etc.",27
NGVC,0001547459,NYSE,Retail-Grocery Stores,31
TECX,0001681087,Nasdaq,"Biological Products, (No Diagnostic Substances)",25
GOGO,0001537054,Nasdaq,"Communications Services, NEC",30
AMWD,0000794619,Nasdaq,"Millwood, Veneer, Plywood, & Structural Wood Members",33
AVR,0002011514,Nasdaq,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",26
CASS,0000708781,Nasdaq,"Services-Business Services, NEC",18
REPL,0001737953,Nasdaq,"Biological Products, (No Diagnostic Substances)",23
AMC,0001411579,NYSE,Services-Motion Picture Theaters,31
ASC,0001577437,NYSE,Deep Sea Foreign Transportation of  Freight,0
CRSR,0001743759,Nasdaq,"Computer Peripheral Equipment, NEC",32
HZO,0001057060,NYSE,Retail-Auto & Home Supply Stores,32
GO,0001771515,Nasdaq,Retail-Grocery Stores,29
EVER,0001640428,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",26
GEVO,0001392380,Nasdaq,Industrial Organic Chemicals,37
ETD,0000896156,NYSE,"Wood Household Furniture, (No Upholstered)",33
KE,0001606757,Nasdaq,Printed Circuit Boards,30
SIBN,0001459839,Nasdaq,Surgical & Medical Instruments & Apparatus,29
CCSI,0001866633,Nasdaq,Services-Prepackaged Software,31
CATX,0000728387,NYSE,Pharmaceutical Preparations,33
ARKO,0001823794,Nasdaq,Retail-Convenience Stores,29
IPI,0001421461,NYSE,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),31
KRT,0001758021,Nasdaq,"Plastics Products, NEC",31
RDVT,0001720116,Nasdaq,Services-Prepackaged Software,31
PKE,0000076267,NYSE,"Aircraft Parts & Auxiliary Equipment, NEC",32
ZVRA,0001434647,Nasdaq,Pharmaceutical Preparations,33
ASIX,0001673985,NYSE,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",32
HY,0001173514,NYSE,"Industrial Trucks, Tractors, Trailors & Stackers",36
CTKB,0001831915,Nasdaq,Laboratory Analytical Instruments,31
AMBQ,0001500412,NYSE,Semiconductors & Related Devices,28
GTN,0000043196,NYSE,Television Broadcasting Stations,31
VPG,0001487952,NYSE,Electronic Components & Accessories,36
INDI,0001841925,Nasdaq,Semiconductors & Related Devices,33
ERII,0001421517,Nasdaq,"Special Industry Machinery, NEC",34
CPS,0001320461,NYSE,Motor Vehicle Parts & Accessories,34
EBF,0000033002,NYSE,Manifold Business Forms,33
OXM,0000075288,NYSE,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",34
GDYN,0001743725,Nasdaq,Services-Prepackaged Software,33
IRWD,0001446847,Nasdaq,Pharmaceutical Preparations,36
EMBC,0001872789,Nasdaq,Surgical & Medical Instruments & Apparatus,33
RR,0001963685,Nasdaq,"General Industrial Machinery & Equipment, NEC",27
UPB,0002022626,Nasdaq,Pharmaceutical Preparations,21
IDR,0001030192,NYSE,Gold and Silver Ores,30
BBW,0001113809,NYSE,"Retail-Hobby, Toy & Game Shops",27
FWRD,0000912728,Nasdaq,Arrangement of  Transportation of  Freight & Cargo,32
MOV,0000072573,NYSE,"Watches, Clocks, Clockwork Operated Devices/Parts",33
CEVA,0001173489,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",29
FTK,0000928054,NYSE,Miscellaneous Chemical Products,39
ADCT,0001771910,NYSE,Pharmaceutical Preparations,22
CRMD,0001410098,Nasdaq,Pharmaceutical Preparations,31
ALLO,0001737287,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
VNDA,0001347178,Nasdaq,Pharmaceutical Preparations,30
ETON,0001710340,Nasdaq,Pharmaceutical Preparations,30
RCKT,0001281895,Nasdaq,Pharmaceutical Preparations,25
AQST,0001398733,Nasdaq,Pharmaceutical Preparations,31
MBUU,0001590976,Nasdaq,Ship & Boat Building & Repairing,32
MLR,0000924822,NYSE,Truck & Bus Bodies,32
MVST,0001760689,Nasdaq,"Miscellaneous Electrical Machinery, Equipment & Supplies",31
SXC,0001514705,NYSE,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",34
FULC,0001680581,Nasdaq,Pharmaceutical Preparations,20
FDMT,0001650648,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
AVIR,0001593899,Nasdaq,Pharmaceutical Preparations,25
RIGL,0001034842,Nasdaq,Pharmaceutical Preparations,32
MCS,0000062234,NYSE,Services-Motion Picture Theaters,28
BLMN,0001546417,Nasdaq,Retail-Eating  Places,29
PRTA,0001559053,Nasdaq,Pharmaceutical Preparations,28
